source_relative,destination_relative,source_sha256,destination_sha256,change_note
reports/t10/design/T10_FULL023/package/rtl/t06_fft_swls_backend.sv,rtl/t06/t06_fft_swls_backend.sv,F67F4B83A32C41011EADCBB56C00FD3A4BED08A41164B6C93C724A0DFD0887CB,F67F4B83A32C41011EADCBB56C00FD3A4BED08A41164B6C93C724A0DFD0887CB,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_five_sum_accumulator.sv,rtl/t06/t06_five_sum_accumulator.sv,9DF86E6BC0A75331AB2DC18DAFEE28A62CA6B6ABADDAEE1CAC8F34E91006E293,9DF86E6BC0A75331AB2DC18DAFEE28A62CA6B6ABADDAEE1CAC8F34E91006E293,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_frame_context_join.sv,rtl/t06/t06_frame_context_join.sv,E8F4D46F8F368EC7BEE47DE062B09953535163C3B3BFBD20F950B4656751100C,E8F4D46F8F368EC7BEE47DE062B09953535163C3B3BFBD20F950B4656751100C,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_initial_sfo_service.sv,rtl/t06/t06_initial_sfo_service.sv,264C6B65921B4A5772F191CA0AE1635FDACB8265595CB748C1C58A2E5CD4C64C,264C6B65921B4A5772F191CA0AE1635FDACB8265595CB748C1C58A2E5CD4C64C,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_initial_sfo_standalone.sv,rtl/t06/t06_initial_sfo_standalone.sv,7A6589EC88E24A52EB933634407E8CD6824638AEEF67E95056F8532BF62B4513,7A6589EC88E24A52EB933634407E8CD6824638AEEF67E95056F8532BF62B4513,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_main_fft_exclusive_owner.sv,rtl/t06/t06_main_fft_exclusive_owner.sv,7E36196D21731EE645AC03627617B299D88EF0D4F8008C2C138388EE94998C0F,7E36196D21731EE645AC03627617B299D88EF0D4F8008C2C138388EE94998C0F,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_observation_engine.sv,rtl/t06/t06_observation_engine.sv,03C691A4DE504F8892F4FC0B6D11CD509C16C39688DB57D960A8EC0A23CBAF67,03C691A4DE504F8892F4FC0B6D11CD509C16C39688DB57D960A8EC0A23CBAF67,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_observation_engine_2lane.sv,rtl/t06/t06_observation_engine_2lane.sv,67CAFE9C6874B5F13F1C70487E933129383B1CA9ECDDB31E5C4F90A911821E45,67CAFE9C6874B5F13F1C70487E933129383B1CA9ECDDB31E5C4F90A911821E45,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_observation_engine_fifo.sv,rtl/t06/t06_observation_engine_fifo.sv,2FAEAD05A3457BA9006BBA5EA7E5437B9F5D18A054647BA374CDA8C3BF3E53C0,2FAEAD05A3457BA9006BBA5EA7E5437B9F5D18A054647BA374CDA8C3BF3E53C0,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_observation_store.sv,rtl/t06/t06_observation_store.sv,542292C2C431052655717DC8C1C24DD7A091825E7CEC5B866EE0CB5EF8991163,542292C2C431052655717DC8C1C24DD7A091825E7CEC5B866EE0CB5EF8991163,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_observation_store_bank.sv,rtl/t06/t06_observation_store_bank.sv,8966860D0FEB245098500B35C9B0EACFBB86D3FDB645E24397AF9C00654D5C0E,8966860D0FEB245098500B35C9B0EACFBB86D3FDB645E24397AF9C00654D5C0E,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_pair_max_tracker_2lane.sv,rtl/t06/t06_pair_max_tracker_2lane.sv,F6CC77F6A56C634260AECB9CCFC8631F043A65058A22B4D035F0F704FA7FBD0D,F6CC77F6A56C634260AECB9CCFC8631F043A65058A22B4D035F0F704FA7FBD0D,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_pair_phasor_bfp.sv,rtl/t06/t06_pair_phasor_bfp.sv,B603B6B3187B0DC6E5B513170B38ED7361D0D564F70157E6B7DA57E54CBB175B,B603B6B3187B0DC6E5B513170B38ED7361D0D564F70157E6B7DA57E54CBB175B,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_ps3_ps10_job_sequencer.sv,rtl/t06/t06_ps3_ps10_job_sequencer.sv,45B7C4A77005E77E4F4B5F322D896823598EDBE92753357C6D2C7BF3E35BE4C8,45B7C4A77005E77E4F4B5F322D896823598EDBE92753357C6D2C7BF3E35BE4C8,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_raw_reader_4lane.sv,rtl/t06/t06_raw_reader_4lane.sv,594710DC49B057E041F35D563370836BFE7D5B25E57F6F247C734A4BDAD2D205,594710DC49B057E041F35D563370836BFE7D5B25E57F6F247C734A4BDAD2D205,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_raw_reader_local_capture.sv,rtl/t06/t06_raw_reader_local_capture.sv,56D87FA5D1F1A2940C1EE42F2FB53AE50708A54DE41C545DDE3E0A81A568586A,56D87FA5D1F1A2940C1EE42F2FB53AE50708A54DE41C545DDE3E0A81A568586A,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_raw_to_fft_frontend.sv,rtl/t06/t06_raw_to_fft_frontend.sv,B549A929678A75AE8FBF6EF3D400749DC919E3B5DA55B69A2952B5E800854CB1,B549A929678A75AE8FBF6EF3D400749DC919E3B5DA55B69A2952B5E800854CB1,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_regression_tail.sv,rtl/t06/t06_regression_tail.sv,8CECD709DF1D9D5E190497D7FDC97C31498C9737FE2D5DF69E9161CE089561A7,8CECD709DF1D9D5E190497D7FDC97C31498C9737FE2D5DF69E9161CE089561A7,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_shared_gain_s16_4lane.sv,rtl/t06/t06_shared_gain_s16_4lane.sv,07EACFC133284E0C8BB2D4BD2399A49DF0DB7FC494C8802EE4883E812EA8E8D0,07EACFC133284E0C8BB2D4BD2399A49DF0DB7FC494C8802EE4883E812EA8E8D0,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_shared_gain_s16_lane.sv,rtl/t06/t06_shared_gain_s16_lane.sv,42077D45C38486FB0D8C968F43AFFDE56D511D2FF3AA1DE41256E8128B8ADC9B,42077D45C38486FB0D8C968F43AFFDE56D511D2FF3AA1DE41256E8128B8ADC9B,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_swls_weighted_backend.sv,rtl/t06/t06_swls_weighted_backend.sv,21316ED19DA3A8A5AF2719FE19B25173C01DE401B94F43B12D3FA29F4FFFACE9,21316ED19DA3A8A5AF2719FE19B25173C01DE401B94F43B12D3FA29F4FFFACE9,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_unsigned_divider_service.sv,rtl/t06/t06_unsigned_divider_service.sv,7B1B2F6C8B47C6E1E68FBCC46F4CF7E791BBF0EA9DC1CE10D91AB8BD565F3E83,7B1B2F6C8B47C6E1E68FBCC46F4CF7E791BBF0EA9DC1CE10D91AB8BD565F3E83,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_unsigned_divider_service_fifo.sv,rtl/t06/t06_unsigned_divider_service_fifo.sv,1F359E0350B51EAC4C869A4ADC584BB6501139DE078ED5AD0BDE2626C8604B89,1F359E0350B51EAC4C869A4ADC584BB6501139DE078ED5AD0BDE2626C8604B89,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t06_weight_pack.sv,rtl/t06/t06_weight_pack.sv,6D55741CBE6A9D35B2FBD92CF0E1366656FDDE0D985151B49849638DA8F3452A,6D55741CBE6A9D35B2FBD92CF0E1366656FDDE0D985151B49849638DA8F3452A,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t07_guard_frame_core.sv,rtl/t07/t07_guard_frame_core.sv,B2A38BC1F7D79C7D0DC1F3EB15A5E1A6140AF7EBF5E01095D654D47C1976BA34,B2A38BC1F7D79C7D0DC1F3EB15A5E1A6140AF7EBF5E01095D654D47C1976BA34,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t07_nominal_pack4_rev02.sv,rtl/t07/t07_nominal_pack4_rev02.sv,DFEE265BAACAB0521F29D878A793053475414259AF68C273D6CC48D494BBB6E1,DFEE265BAACAB0521F29D878A793053475414259AF68C273D6CC48D494BBB6E1,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t07_sync_fifo.sv,rtl/t07/t07_sync_fifo.sv,81770BD607DF638284BF3A376CFD1A88EAD6D997D03D386A3268A3A0DC40D303,81770BD607DF638284BF3A376CFD1A88EAD6D997D03D386A3268A3A0DC40D303,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t08_descriptor.sv,rtl/t08/t08_descriptor.sv,46C06C7957470A4EF149EBE4B2BD7B854D5E7AB236F9C6CF02C0F9BF7194BC10,46C06C7957470A4EF149EBE4B2BD7B854D5E7AB236F9C6CF02C0F9BF7194BC10,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t08_first_sfo_resampler.sv,rtl/t08/t08_first_sfo_resampler.sv,F76C2519575C74C53C9CAA24652BFEA3B0F66656018B9397CECDA5B858D8EF49,F76C2519575C74C53C9CAA24652BFEA3B0F66656018B9397CECDA5B858D8EF49,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t08_frame_engine.sv,rtl/t08/t08_frame_engine.sv,20BE3D9C80E715D30276323497A2328C2FA80B32F87F80C096523984F24D2B71,20BE3D9C80E715D30276323497A2328C2FA80B32F87F80C096523984F24D2B71,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_aux_ifft_service4.sv,rtl/t09/t09_aux_ifft_service4.sv,8324E32294A41589BDBD324166A768B13D90A41941ED0178A4620DA24FF67C84,8324E32294A41589BDBD324166A768B13D90A41941ED0178A4620DA24FF67C84,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_div_u80_u49_rne.sv,rtl/t09/t09_div_u80_u49_rne.sv,AF1BCEAA62A5DD06D1FD5DD4BB079E109F53AB150D21DE387408CD9C857DEF78,AF1BCEAA62A5DD06D1FD5DD4BB079E109F53AB150D21DE387408CD9C857DEF78,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_dtp_frame_backend4.sv,rtl/t09/t09_dtp_frame_backend4.sv,008F0102F3C9E0C28135427EA58A91DA5E5D345113F2A26586EAC0EBB3594D22,008F0102F3C9E0C28135427EA58A91DA5E5D345113F2A26586EAC0EBB3594D22,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_fft_grid_stage4.sv,rtl/t09/t09_fft_grid_stage4.sv,2C705E5D22B7AE192A798EA25C7872D040B8350D5459F87818AD25121B56AD2C,2C705E5D22B7AE192A798EA25C7872D040B8350D5459F87818AD25121B56AD2C,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_grid_packet_queue2.sv,rtl/t09/t09_grid_packet_queue2.sv,8765D5DC53F27D84B35E3EA7F27F285305A12D0C060BCEDBAF7AA941A4260E1C,8765D5DC53F27D84B35E3EA7F27F285305A12D0C060BCEDBAF7AA941A4260E1C,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_main_fft_service4.sv,rtl/t09/t09_main_fft_service4.sv,B0854B778D76EE945B01BCE3F5D42C8B0A81242622884307368C7E84B27AC7E4,B0854B778D76EE945B01BCE3F5D42C8B0A81242622884307368C7E84B27AC7E4,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_main_fft_window4.sv,rtl/t09/t09_main_fft_window4.sv,34B74F5125AF359BCFE0D040D6279AC7061D7D8FAEB4575305671577C91EF5A4,34B74F5125AF359BCFE0D040D6279AC7061D7D8FAEB4575305671577C91EF5A4,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_nominal_window_reader4.sv,rtl/t09/t09_nominal_window_reader4.sv,F0BEA6745B7B30414C3C0FE5B5A0FCBFFCE121358219AC6A74E68255BBC70F44,F0BEA6745B7B30414C3C0FE5B5A0FCBFFCE121358219AC6A74E68255BBC70F44,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_peak_interpolate.sv,rtl/t09/t09_peak_interpolate.sv,73C14A9F5627DFE8112CFF00782E2EE19379724EA1F9AF4568D420BBD1DA0733,73C14A9F5627DFE8112CFF00782E2EE19379724EA1F9AF4568D420BBD1DA0733,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_peak_triplet4.sv,rtl/t09/t09_peak_triplet4.sv,A41103C7C422EB979F4E4BE8E9E62103B71491B456D321C452E2336610A15B9B,A41103C7C422EB979F4E4BE8E9E62103B71491B456D321C452E2336610A15B9B,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_pilot_front2.sv,rtl/t09/t09_pilot_front2.sv,119ED24B88B7B90B880E5D1053D43B89D959780FCC4F12F8D33B6A7B5F59A5F1,119ED24B88B7B90B880E5D1053D43B89D959780FCC4F12F8D33B6A7B5F59A5F1,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_pilot_grid4.sv,rtl/t09/t09_pilot_grid4.sv,C45835A0BE682D5249C467B3ACC779C717DF6E4FC9F82904C85060B33A5BB108,C45835A0BE682D5249C467B3ACC779C717DF6E4FC9F82904C85060B33A5BB108,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_pilot_rotate2.sv,rtl/t09/t09_pilot_rotate2.sv,9F1D51C53EE2347BD173A9CD44B53A53AB1E3DAB5368A0F6D00052DFF39EC4ED,9F1D51C53EE2347BD173A9CD44B53A53AB1E3DAB5368A0F6D00052DFF39EC4ED,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_pilot_select_phase4.sv,rtl/t09/t09_pilot_select_phase4.sv,B0108B31769B496C16E9E7EEFF984CD635939E6601E31723E7C489C373FEF2EC,B0108B31769B496C16E9E7EEFF984CD635939E6601E31723E7C489C373FEF2EC,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_power4.sv,rtl/t09/t09_power4.sv,B4933D6B4A7193B6DDECE3EF9A7DF765C3B2E3F819BB3FDC7E62F0D76070BBEE,B4933D6B4A7193B6DDECE3EF9A7DF765C3B2E3F819BB3FDC7E62F0D76070BBEE,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_residual_sfo_pipeline4.sv,rtl/t09/t09_residual_sfo_pipeline4.sv,4179728569BB40F38EE38945BD850E0C90172F9AA1F982F42D3524D3C04974B7,4179728569BB40F38EE38945BD850E0C90172F9AA1F982F42D3524D3C04974B7,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t09_sfo_ls74.sv,rtl/t09/t09_sfo_ls74.sv,C588B2E78814B2393069D9FDCF662DCAB31EF8529AD824F7E420A71AB547D3D0,C588B2E78814B2393069D9FDCF662DCAB31EF8529AD824F7E420A71AB547D3D0,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_cdc_fifo.sv,rtl/t10/t10_cdc_fifo.sv,A6FC48DB68C7344E2685B501EE554B024E8A278B27A02756E6DDF0D6346137BE,A6FC48DB68C7344E2685B501EE554B024E8A278B27A02756E6DDF0D6346137BE,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_domain_reset.sv,rtl/t10/t10_domain_reset.sv,6DAEC6D46375352ED699C5AC4D8197ADB723AA7256BB24B5CBDE66A390BDAE7C,6DAEC6D46375352ED699C5AC4D8197ADB723AA7256BB24B5CBDE66A390BDAE7C,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_output_buffer.sv,rtl/t10/t10_output_buffer.sv,01AF295576E5B783B0979D3646EA6BAA411E78E60045F7B8E7AF913FD434B1A3,01AF295576E5B783B0979D3646EA6BAA411E78E60045F7B8E7AF913FD434B1A3,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_r1_bank.sv,rtl/t10/t10_r1_bank.sv,C3EAB6766CAEF06A60BA6EC1C2C046909FB20DBB85AB00F8BFDF7CC991A74FC8,C3EAB6766CAEF06A60BA6EC1C2C046909FB20DBB85AB00F8BFDF7CC991A74FC8,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_raw_ring.sv,rtl/t10/t10_raw_ring.sv,9D859488CB7F891FD3E2BF9C2B78497C4041A60DA60EE3A320028397271538BB,9D859488CB7F891FD3E2BF9C2B78497C4041A60DA60EE3A320028397271538BB,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_second_descriptor.sv,rtl/t10/t10_second_descriptor.sv,29F6D2E515D1FF855BA731D7B4EB0A16A370315393D5F26D5767E172B7EBBD15,29F6D2E515D1FF855BA731D7B4EB0A16A370315393D5F26D5767E172B7EBBD15,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_second_sfo_resampler.sv,rtl/t10/t10_second_sfo_resampler.sv,97CC8079ECA050638BCF614DBB1CE8090EED9497664E86157D2AF4C50F35CD81,97CC8079ECA050638BCF614DBB1CE8090EED9497664E86157D2AF4C50F35CD81,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_two_pass_system.sv,rtl/t10/t10_two_pass_system.sv,61C5831E1D406825421440C17CA35A995FC8EFE1C6D44A16D7803690C8A598E1,61C5831E1D406825421440C17CA35A995FC8EFE1C6D44A16D7803690C8A598E1,byte-identical copy
reports/t10/design/T10_FULL023/package/rtl/t10_two_pass_transport.sv,rtl/t10/t10_two_pass_transport.sv,C3259FC95C12EA9CA84B55A89B8EA09EA58F50BFC7ED25B1F962FF8424C7EBCE,C3259FC95C12EA9CA84B55A89B8EA09EA58F50BFC7ED25B1F962FF8424C7EBCE,byte-identical copy
reports/t10/design/T10_FULL023/package/include/t06_observation_engine_ip_config.svh,rtl/include/t06_observation_engine_ip_config.svh,0ADD552BDAE0412679636D3868886543F16B3E2E7E1C8A3CF58D92C648601110,0ADD552BDAE0412679636D3868886543F16B3E2E7E1C8A3CF58D92C648601110,byte-identical copy
reports/t10/design/T10_FULL023/package/include/t06_pair_max_tracker_2lane_ip_config.svh,rtl/include/t06_pair_max_tracker_2lane_ip_config.svh,2972533FC8F285EF8BA384AA5A850C26EE617F7EA13F5AB5BAC13CA91F845265,2972533FC8F285EF8BA384AA5A850C26EE617F7EA13F5AB5BAC13CA91F845265,byte-identical copy
reports/t10/design/T10_FULL023/package/include/t06_shared_gain_ip_config.svh,rtl/include/t06_shared_gain_ip_config.svh,361A4FD37406C4DB451312A33D103798D0B86AF000C574E0341538FB6620C3D8,361A4FD37406C4DB451312A33D103798D0B86AF000C574E0341538FB6620C3D8,byte-identical copy
reports/t10/design/T10_FULL023/package/vendor/xpm_cdc.sv,rtl/vendor/xpm/xpm_cdc.sv,D08434ED5A310C44C13936D6EDA5381D64FF0F627A335368C85826A30E8ADAA7,D08434ED5A310C44C13936D6EDA5381D64FF0F627A335368C85826A30E8ADAA7,byte-identical vendor XPM; original license header retained; compile once only
reports/t10/design/T10_FULL023/package/vendor/xpm_fifo.sv,rtl/vendor/xpm/xpm_fifo.sv,D3C1E861CDDF00EBC82552C464A46FB5228E68B4D458001D064B99E04134B9D4,D3C1E861CDDF00EBC82552C464A46FB5228E68B4D458001D064B99E04134B9D4,byte-identical vendor XPM; original license header retained; compile once only
reports/t10/design/T10_FULL023/package/vendor/xpm_memory.sv,rtl/vendor/xpm/xpm_memory.sv,E72758E6794B1F7AD00428FEEEACC4F90A38B0500583B2CA93CA2EBA12BA01BD,E72758E6794B1F7AD00428FEEEACC4F90A38B0500583B2CA93CA2EBA12BA01BD,byte-identical vendor XPM; original license header retained; compile once only
reports/t10/design/T10_FULL023/package/ip/farrow_add_18/farrow_add_18.xci,ip/config/farrow_add_18/farrow_add_18.xci,9D3AB2A42F1EAAEF82EF45739AA0DFE7F826EE7BC9226C9E2113D82B9C3FDBD2,C59B56A551EC4C824E695646B4A2F757CD3DF1E030341EB5A6EF5F452710C49F,Vivado 2021.1 native FLGB retarget; same IPDEF and user CONFIG independently checked; original copy fingerprint retained in RTL_COPY_MANIFEST.csv
reports/t10/design/T10_FULL023/package/ip/farrow_add_28/farrow_add_28.xci,ip/config/farrow_add_28/farrow_add_28.xci,1E12E59A39D04C5526FD37FD9C0E3CE58EDC3A17B56A8327C841632852EDD56B,090F076B7CE244908188CF51D5F410C56C74C8B453A1278A17A699172B69569B,Vivado 2021.1 native FLGB retarget; same IPDEF and user CONFIG independently checked; original copy fingerprint retained in RTL_COPY_MANIFEST.csv
reports/t10/design/T10_FULL023/package/ip/farrow_add_32/farrow_add_32.xci,ip/config/farrow_add_32/farrow_add_32.xci,6FF98FC48E8EB4AB60F0AD38273E2E84E8804913503E023A2E5218302036FECB,A731CD261DBD8AC20695DB75E0993ABBBE7566187A8D51D29FA4A7FFEA9834B7,Vivado 2021.1 native FLGB retarget; same IPDEF and user CONFIG independently checked; original copy fingerprint retained in RTL_COPY_MANIFEST.csv
reports/t10/design/T10_FULL023/package/ip/farrow_mul_h16/farrow_mul_h16.xci,ip/config/farrow_mul_h16/farrow_mul_h16.xci,98E1CFFE6F170C8BE7C5881E6AD09D99B47BF24603F77E9C5E7D813C65C4DF0E,9B260BA5B07D0C9317CCCC7DFDD06DBA2AA65680689BB649B1470E26C8DAB8DA,Vivado 2021.1 native FLGB retarget; same IPDEF and user CONFIG independently checked; original copy fingerprint retained in RTL_COPY_MANIFEST.csv
reports/t10/design/T10_FULL023/package/ip/farrow_mul_t16/farrow_mul_t16.xci,ip/config/farrow_mul_t16/farrow_mul_t16.xci,C56A3C586FB9FF4CF3E05AA95B1E14D1F87AB39CF91695752E194ED4694481AA,6FE20F2014DC030CB04538CEC8558B799CCC9F398B6ABDB77C0301F08917475F,Vivado 2021.1 native FLGB retarget; same IPDEF and user CONFIG independently checked; original copy fingerprint retained in RTL_COPY_MANIFEST.csv
